audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\codriver\detail_short_rushed,251.wav,corta,corta,short
\voice\codriver\detail_short_rushed,252.wav,corta,corta,short
\voice\codriver\detail_slippery,153.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery,154.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery,155.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery,156.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery_rushed,253.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery_rushed,254.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery_rushed,255.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippery_rushed,256.wav,scivoloso,scivoloso,slippery
\voice\codriver\detail_slippy,157.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy,158.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy,159.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy,160.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy_rushed,257.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy_rushed,258.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy_rushed,259.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_slippy_rushed,260.wav,scivoloso,scivoloso,slippy
\voice\codriver\detail_small_crest,161.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest,162.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest,163.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest,164.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest_rushed,261.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest_rushed,262.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest_rushed,263.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_small_crest_rushed,264.wav,piccolo dosso,piccolo dosso,small crest
\voice\codriver\detail_snow,165.wav,neve,neve,snow
\voice\codriver\detail_snow,166.wav,neve,neve,snow
\voice\codriver\detail_snow,167.wav,neve,neve,snow
\voice\codriver\detail_snow,168.wav,neve,neve,snow
\voice\codriver\detail_snow_rushed,265.wav,neve,neve,snow
\voice\codriver\detail_snow_rushed,266.wav,neve,neve,snow
\voice\codriver\detail_snow_rushed,267.wav,neve,neve,snow
\voice\codriver\detail_snow_rushed,268.wav,neve,neve,snow
\voice\codriver\detail_split,1.wav,bivio,bivio,split
\voice\codriver\detail_split,2.wav,bivio,bivio,split
\voice\codriver\detail_split,3.wav,bivio,bivio,split
\voice\codriver\detail_split,4.wav,bivio,bivio,split
\voice\codriver\detail_stay_out,133.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out,134.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out,135.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out,136.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out_rushed,233.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out_rushed,234.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out_rushed,235.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_stay_out_rushed,236.wav,resta fuori,resta fuori,stay out
\voice\codriver\detail_tarmac,169.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac,170.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac,171.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac,172.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac_rushed,269.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac_rushed,270.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac_rushed,271.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_tarmac_rushed,272.wav,asfalto,asfalto,tarmac
\voice\codriver\detail_then,1.wav,poi,poi,then
\voice\codriver\detail_then,2.wav,poi,poi,then
\voice\codriver\detail_then,3.wav,poi,poi,then
\voice\codriver\detail_then,4.wav,poi,poi,then
\voice\codriver\detail_then_rushed,1.wav,poi,poi,then
\voice\codriver\detail_then_rushed,2.wav,poi,poi,then
\voice\codriver\detail_then_rushed,3.wav,poi,poi,then
\voice\codriver\detail_then_rushed,4.wav,poi,poi,then
\voice\codriver\detail_then_rushed,5.wav,poi,poi,then
\voice\codriver\detail_through_gate,1.wav,through cancello,through cancello,through gate
\voice\codriver\detail_through_gate,2.wav,through cancello,through cancello,through gate
\voice\codriver\detail_through_gate,3.wav,through cancello,through cancello,through gate
\voice\codriver\detail_tight,173.wav,stretta,stretta,tight
\voice\codriver\detail_tight,174.wav,stretta,stretta,tight
\voice\codriver\detail_tight,175.wav,stretta,stretta,tight
\voice\codriver\detail_tight,176.wav,stretta,stretta,tight
\voice\codriver\detail_tight_rushed,273.wav,stretta,stretta,tight
\voice\codriver\detail_tight_rushed,274.wav,stretta,stretta,tight
\voice\codriver\detail_tight_rushed,275.wav,stretta,stretta,tight
\voice\codriver\detail_tight_rushed,276.wav,stretta,stretta,tight
\voice\codriver\detail_tightens,177.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens,178.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens,179.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens,180.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens_late,181.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late,182.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late,183.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late,184.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late_rushed,281.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late_rushed,282.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late_rushed,283.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_late_rushed,284.wav,si chiude ritardata,si chiude ritardata,tightens late
\voice\codriver\detail_tightens_opens,185.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens,186.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens,187.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens,188.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens_rushed,285.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens_rushed,286.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens_rushed,287.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_opens_rushed,288.wav,si chiude si apre,si chiude si apre,tightens opens
\voice\codriver\detail_tightens_rushed,277.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens_rushed,278.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens_rushed,279.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens_rushed,280.wav,si chiude,si chiude,tightens
\voice\codriver\detail_tightens_to_1,189.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1,190.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1,191.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1,192.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1_rushed,289.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1_rushed,290.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1_rushed,291.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_1_rushed,292.wav,si chiude to uno,si chiude to uno,tightens to 1
\voice\codriver\detail_tightens_to_2,193.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2,194.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2,195.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2,196.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2_rushed,293.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2_rushed,294.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2_rushed,295.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_2_rushed,296.wav,si chiude to due,si chiude to due,tightens to 2
\voice\codriver\detail_tightens_to_3,197.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3,198.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3,199.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3,200.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3_rushed,297.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3_rushed,298.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3_rushed,299.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_3_rushed,300.wav,si chiude to tre,si chiude to tre,tightens to 3
\voice\codriver\detail_tightens_to_4,201.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4,202.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4,203.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4,204.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4_rushed,301.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4_rushed,302.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4_rushed,303.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_4_rushed,304.wav,si chiude to quattro,si chiude to quattro,tightens to 4
\voice\codriver\detail_tightens_to_5,205.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5,206.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5,207.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5,208.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5_rushed,305.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5_rushed,306.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5_rushed,307.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_5_rushed,308.wav,si chiude to cinque,si chiude to cinque,tightens to 5
\voice\codriver\detail_tightens_to_6,209.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6,210.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6,211.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6,212.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6_rushed,309.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6_rushed,310.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6_rushed,311.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_6_rushed,312.wav,si chiude to sei,si chiude to sei,tightens to 6
\voice\codriver\detail_tightens_to_acute,213.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute,214.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute,215.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute,216.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute_rushed,313.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute_rushed,314.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute_rushed,315.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_tightens_to_acute_rushed,316.wav,si chiude to tornante,si chiude to tornante,tightens to hairpin
\voice\codriver\detail_to_1,217.wav,to uno,to uno,to 1
\voice\codriver\detail_to_1,218.wav,to uno,to uno,to 1
\voice\codriver\detail_to_1,219.wav,to uno,to uno,to 1
\voice\codriver\detail_to_1,220.wav,to uno,to uno,to 1
\voice\codriver\detail_to_2,221.wav,to due,to due,to 2
\voice\codriver\detail_to_2,222.wav,to due,to due,to 2
\voice\codriver\detail_to_2,223.wav,to due,to due,to 2
\voice\codriver\detail_to_2,224.wav,to due,to due,to 2
\voice\codriver\detail_to_3,225.wav,to tre,to tre,to 3
\voice\codriver\detail_to_3,226.wav,to tre,to tre,to 3
\voice\codriver\detail_to_3,227.wav,to tre,to tre,to 3
\voice\codriver\detail_to_3,228.wav,to tre,to tre,to 3
\voice\codriver\detail_to_4,229.wav,to quattro,to quattro,to 4
\voice\codriver\detail_to_4,230.wav,to quattro,to quattro,to 4
\voice\codriver\detail_to_4,231.wav,to quattro,to quattro,to 4
\voice\codriver\detail_to_4,232.wav,to quattro,to quattro,to 4
\voice\codriver\detail_to_5,233.wav,to cinque,to cinque,to 5
\voice\codriver\detail_to_5,234.wav,to cinque,to cinque,to 5
\voice\codriver\detail_to_5,235.wav,to cinque,to cinque,to 5
\voice\codriver\detail_to_5,236.wav,to cinque,to cinque,to 5
\voice\codriver\detail_to_6,237.wav,to sei,to sei,to 6
\voice\codriver\detail_to_6,238.wav,to sei,to sei,to 6
\voice\codriver\detail_to_6,239.wav,to sei,to sei,to 6
\voice\codriver\detail_to_6,240.wav,to sei,to sei,to 6
\voice\codriver\detail_to_acute,241.wav,to tornante,to tornante,to hairpin
\voice\codriver\detail_to_acute,242.wav,to tornante,to tornante,to hairpin
\voice\codriver\detail_to_acute,243.wav,to tornante,to tornante,to hairpin
\voice\codriver\detail_to_acute,244.wav,to tornante,to tornante,to hairpin
\voice\codriver\detail_to_dip,245.wav,to avvallamento,to avvallamento,to dip
\voice\codriver\detail_to_dip,246.wav,to avvallamento,to avvallamento,to dip
\voice\codriver\detail_to_dip,247.wav,to avvallamento,to avvallamento,to dip
\voice\codriver\detail_to_dip,248.wav,to avvallamento,to avvallamento,to dip
\voice\codriver\detail_to_finish,249.wav,to traguardo,to traguardo,to finish
\voice\codriver\detail_to_finish,250.wav,to traguardo,to traguardo,to finish
\voice\codriver\detail_to_finish,251.wav,to traguardo,to traguardo,to finish
\voice\codriver\detail_to_finish,252.wav,to traguardo,to traguardo,to finish
\voice\codriver\detail_tree_inside,1.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside,2.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside,3.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside,4.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside,5.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside_rushed,1.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside_rushed,2.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside_rushed,3.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside_rushed,4.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_inside_rushed,5.wav,albero interno,albero interno,tree inside
\voice\codriver\detail_tree_outside,1.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside,2.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside,3.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside,4.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside,5.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside_rushed,1.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside_rushed,2.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside_rushed,3.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside_rushed,4.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_tree_outside_rushed,5.wav,albero esterno,albero esterno,tree outside
\voice\codriver\detail_triple_caution,253.wav,tripla attenzione,tripla attenzione,triple caution
\voice\codriver\detail_triple_caution,254.wav,tripla attenzione,tripla attenzione,triple caution
\voice\codriver\detail_triple_caution,255.wav,tripla attenzione,tripla attenzione,triple caution
\voice\codriver\detail_triple_caution,256.wav,tripla attenzione,tripla attenzione,triple caution
\voice\codriver\detail_tunnel,257.wav,galleria,galleria,tunnel
